DateTime,Open,High,Low,Close,Volume
20160919173500 ,23548,23558,23542,23549,75
20160919174000 ,23549,23549,23531,23536,161
20160919174500 ,23537,23547,23533,23535,93
20160919175000 ,23534,23537,23528,23537,53
20160919175500 ,23538,23545,23534,23534,76
20160919180000 ,23534,23537,23532,23535,35
20160919180500 ,23536,23538,23530,23531,34
20160919181000 ,23532,23542,23528,23541,35
20160919181500 ,23543,23549,23540,23549,36
20160919182000 ,23547,23552,23540,23549,63
20160919182500 ,23547,23547,23537,23541,45
20160919183000 ,23540,23544,23531,23539,68
20160919183500 ,23542,23546,23538,23545,41
20160919184000 ,23545,23551,23540,23540,73
20160919184500 ,23538,23546,23538,23546,18
20160919185000 ,23544,23551,23544,23546,34
20160919185500 ,23544,23544,23538,23539,27
20160919190000 ,23541,23546,23540,23541,42
20160919190500 ,23540,23540,23529,23533,94
20160919191000 ,23533,23538,23531,23537,35
20160919191500 ,23537,23542,23535,23542,28
20160919192000 ,23543,23547,23538,23540,36
20160919192500 ,23545,23549,23542,23549,57
20160919193000 ,23546,23547,23541,23541,62
20160919193500 ,23544,23546,23544,23544,11
20160919194000 ,23544,23544,23540,23541,14
20160919194500 ,23542,23551,23542,23549,81
20160919195000 ,23550,23556,23550,23555,72
20160919195500 ,23556,23556,23546,23546,47
20160919200000 ,23547,23548,23541,23547,65
20160919200500 ,23549,23558,23546,23547,59
20160919201000 ,23548,23553,23546,23546,28
20160919201500 ,23548,23553,23546,23550,31
20160919202000 ,23550,23550,23540,23544,88
20160919202500 ,23543,23550,23541,23544,54
20160919203000 ,23546,23551,23543,23548,47
20160919203500 ,23548,23548,23542,23545,27
20160919204000 ,23545,23545,23536,23536,70
20160919204500 ,23537,23541,23535,23536,45
20160919205000 ,23535,23539,23533,23539,59
20160919205500 ,23539,23540,23532,23535,45
20160919210000 ,23538,23540,23532,23532,33
20160919210500 ,23534,23541,23528,23531,93
20160919211000 ,23529,23535,23522,23522,149
20160919211500 ,23522,23530,23518,23524,77
20160919212000 ,23522,23537,23521,23534,88
20160919212500 ,23533,23537,23517,23520,110
20160919213000 ,23523,23536,23516,23531,284
20160919213500 ,23529,23551,23529,23543,235
20160919214000 ,23544,23544,23526,23527,223
20160919214500 ,23533,23555,23533,23546,174
20160919215000 ,23549,23559,23547,23555,187
20160919215500 ,23557,23580,23553,23579,260
20160919220000 ,23580,23584,23569,23569,240
20160919220500 ,23571,23572,23559,23566,175
20160919221000 ,23568,23569,23554,23554,150
20160919221500 ,23556,23572,23556,23572,131
20160919222000 ,23572,23575,23553,23565,163
20160919222500 ,23567,23567,23552,23560,111
20160919223000 ,23559,23567,23556,23563,145
20160919223500 ,23564,23566,23543,23557,224
20160919224000 ,23553,23558,23547,23558,81
20160919224500 ,23556,23560,23551,23555,104
20160919225000 ,23554,23561,23553,23556,108
20160919225500 ,23554,23556,23537,23550,143
20160919230000 ,23547,23550,23540,23549,81
20160919230500 ,23546,23558,23545,23557,119
20160919231000 ,23558,23568,23555,23562,124
20160919231500 ,23562,23564,23553,23563,119
20160919232000 ,23562,23567,23552,23556,69
20160919232500 ,23557,23563,23553,23555,74
20160919233000 ,23557,23559,23542,23559,156
20160919233500 ,23558,23572,23552,23555,175
20160919234000 ,23554,23557,23546,23556,210
20160919234500 ,23556,23556,23556,23556,0
20160920091000 ,23469,23469,23469,23469,241
20160920091500 ,23469,23510,23460,23467,2151
20160920092000 ,23467,23502,23452,23499,1486
20160920092500 ,23498,23498,23455,23473,1594
20160920093000 ,23475,23542,23456,23499,4541
20160920093500 ,23498,23508,23459,23488,2615
20160920094000 ,23488,23509,23473,23481,1676
20160920094500 ,23480,23486,23450,23468,2292
20160920095000 ,23470,23477,23422,23425,2398
20160920095500 ,23424,23432,23389,23413,3427
20160920100000 ,23414,23458,23404,23444,2006
20160920100500 ,23444,23450,23422,23425,1349
20160920101000 ,23425,23443,23421,23432,1093
20160920101500 ,23433,23445,23429,23434,791
20160920102000 ,23433,23447,23413,23429,1169
20160920102500 ,23429,23429,23411,23417,880
20160920103000 ,23417,23444,23415,23442,1054
20160920103500 ,23441,23453,23437,23440,941
20160920104000 ,23440,23457,23434,23443,995
20160920104500 ,23441,23448,23426,23447,705
20160920105000 ,23445,23452,23435,23438,732
20160920105500 ,23439,23471,23433,23464,1259
20160920110000 ,23462,23472,23453,23466,815
20160920110500 ,23466,23476,23455,23466,858
20160920111000 ,23465,23497,23458,23493,1464
20160920111500 ,23492,23505,23485,23489,1340
20160920112000 ,23489,23501,23487,23492,846
20160920112500 ,23493,23509,23484,23501,925
20160920113000 ,23502,23517,23498,23504,1275
20160920113500 ,23503,23511,23486,23506,895
20160920114000 ,23507,23514,23493,23505,634
20160920114500 ,23505,23509,23488,23489,426
20160920115000 ,23489,23502,23488,23495,363
20160920115500 ,23495,23497,23487,23489,510
20160920125500 ,23489,23489,23489,23489,0
20160920130000 ,23493,23514,23482,23512,956
20160920130500 ,23512,23514,23489,23492,592
20160920131000 ,23493,23500,23485,23492,495
20160920131500 ,23491,23508,23489,23506,593
20160920132000 ,23506,23510,23486,23488,533
20160920132500 ,23489,23492,23477,23478,723
20160920133000 ,23479,23491,23472,23476,794
20160920133500 ,23475,23489,23470,23484,708
20160920134000 ,23483,23510,23481,23510,1049
20160920134500 ,23509,23527,23496,23501,1442
20160920135000 ,23501,23512,23494,23508,523
20160920135500 ,23507,23518,23502,23512,598
20160920140000 ,23514,23518,23506,23512,731
20160920140500 ,23511,23511,23501,23504,572
20160920141000 ,23503,23508,23489,23505,663
20160920141500 ,23506,23507,23478,23489,1027
20160920142000 ,23488,23498,23486,23495,487
20160920142500 ,23495,23502,23486,23499,458
20160920143000 ,23500,23511,23493,23507,657
20160920143500 ,23508,23512,23502,23506,458
20160920144000 ,23506,23512,23500,23504,340
20160920144500 ,23504,23505,23487,23493,524
20160920145000 ,23495,23507,23490,23506,287
20160920145500 ,23506,23516,23501,23513,751
20160920150000 ,23512,23532,23490,23515,2166
20160920150500 ,23516,23541,23515,23528,1555
20160920151000 ,23529,23545,23506,23515,1564
20160920151500 ,23515,23525,23509,23510,707
20160920152000 ,23509,23511,23482,23493,1664
20160920152500 ,23494,23506,23483,23485,911
20160920153000 ,23486,23522,23482,23513,1266
20160920153500 ,23514,23520,23507,23518,749
20160920154000 ,23517,23537,23517,23533,1214
20160920154500 ,23532,23542,23529,23533,1153
20160920155000 ,23533,23538,23526,23529,740
20160920155500 ,23529,23534,23519,23526,1256
20160920160000 ,23525,23531,23510,23522,1070
20160920160500 ,23520,23525,23500,23506,1158
20160920161000 ,23505,23516,23504,23507,614
20160920161500 ,23506,23511,23497,23505,501
20160920162000 ,23505,23511,23497,23506,467
20160920162500 ,23507,23515,23499,23509,606
20160920171500 ,23517,23528,23511,23522,189
20160920172000 ,23524,23526,23518,23524,102
20160920172500 ,23521,23524,23519,23521,42
20160920173000 ,23521,23528,23521,23528,42
20160920173500 ,23527,23527,23520,23520,39
20160920174000 ,23522,23531,23520,23526,114
20160920174500 ,23527,23529,23525,23527,37
20160920175000 ,23528,23534,23525,23530,68
20160920175500 ,23531,23537,23526,23532,76
20160920180000 ,23531,23537,23528,23535,100
20160920180500 ,23535,23537,23528,23537,63
20160920181000 ,23538,23540,23532,23533,95
20160920181500 ,23532,23539,23531,23539,95
20160920182000 ,23539,23539,23535,23537,69
20160920182500 ,23536,23537,23527,23531,78
20160920183000 ,23532,23555,23531,23550,240
20160920183500 ,23551,23551,23541,23545,77
20160920184000 ,23544,23545,23538,23540,17
20160920184500 ,23541,23550,23541,23550,41
20160920185000 ,23549,23555,23540,23545,141
20160920185500 ,23546,23546,23540,23545,70
20160920190000 ,23545,23548,23541,23542,32
20160920190500 ,23543,23547,23542,23546,57
20160920191000 ,23546,23550,23540,23542,98
20160920191500 ,23543,23546,23539,23546,28
20160920192000 ,23545,23556,23544,23550,93
20160920192500 ,23548,23560,23547,23558,65
20160920193000 ,23559,23565,23556,23564,130
20160920193500 ,23564,23564,23558,23562,62
20160920194000 ,23562,23562,23556,23556,50
20160920194500 ,23557,23559,23552,23553,68
20160920195000 ,23553,23553,23543,23551,83
20160920195500 ,23552,23557,23546,23550,50
20160920200000 ,23550,23554,23545,23552,65
20160920200500 ,23552,23552,23548,23549,22
20160920201000 ,23551,23556,23550,23553,79
20160920201500 ,23555,23557,23553,23555,31
20160920202000 ,23558,23562,23555,23556,55
20160920202500 ,23559,23559,23553,23557,37
20160920203000 ,23555,23574,23555,23561,207
20160920203500 ,23561,23562,23553,23562,72
20160920204000 ,23560,23563,23555,23555,38
20160920204500 ,23555,23565,23553,23565,67
20160920205000 ,23566,23568,23560,23564,62
20160920205500 ,23566,23570,23562,23562,81
20160920210000 ,23564,23564,23554,23558,77
20160920210500 ,23558,23567,23558,23563,84
20160920211000 ,23561,23564,23557,23561,37
20160920211500 ,23560,23560,23555,23557,55
20160920212000 ,23556,23556,23546,23553,130
20160920212500 ,23554,23558,23544,23558,104
20160920213000 ,23559,23569,23544,23560,252
20160920213500 ,23565,23567,23531,23540,484
20160920214000 ,23542,23548,23538,23540,217
20160920214500 ,23538,23552,23525,23548,287
20160920215000 ,23545,23566,23544,23559,248
20160920215500 ,23562,23564,23553,23558,172
20160920220000 ,23560,23575,23560,23562,244
20160920220500 ,23565,23567,23553,23558,204
20160920221000 ,23558,23560,23544,23553,141
20160920221500 ,23551,23561,23542,23559,148
20160920222000 ,23559,23564,23545,23549,195
20160920222500 ,23546,23552,23541,23548,109
20160920223000 ,23547,23548,23522,23522,234
20160920223500 ,23521,23538,23516,23521,430
20160920224000 ,23523,23531,23517,23525,150
20160920224500 ,23525,23545,23525,23545,136
20160920225000 ,23545,23549,23539,23539,105
20160920225500 ,23536,23546,23534,23540,66
20160920230000 ,23540,23548,23540,23547,45
20160920230500 ,23547,23560,23547,23554,169
20160920231000 ,23555,23559,23545,23554,72
20160920231500 ,23555,23555,23549,23553,100
20160920232000 ,23551,23554,23538,23538,153
20160920232500 ,23541,23552,23532,23536,127
20160920233000 ,23536,23544,23528,23534,160
20160920233500 ,23533,23538,23526,23532,159
20160920234000 ,23532,23552,23531,23540,308
20160920234500 ,23540,23540,23540,23540,0
20160921091000 ,23525,23525,23525,23525,190
20160921091500 ,23524,23526,23487,23493,1848
20160921092000 ,23493,23497,23472,23479,1336
20160921092500 ,23479,23499,23461,23492,1460
20160921093000 ,23491,23515,23478,23483,2493
20160921093500 ,23483,23514,23453,23495,2681
20160921094000 ,23495,23525,23486,23514,1944
20160921094500 ,23514,23529,23483,23499,2021
20160921095000 ,23499,23505,23473,23485,1383
20160921095500 ,23486,23502,23479,23489,909
20160921100000 ,23488,23493,23466,23486,1037
20160921100500 ,23486,23491,23472,23474,607
20160921101000 ,23475,23475,23430,23439,2942
20160921101500 ,23440,23447,23423,23441,1687
20160921102000 ,23440,23460,23435,23451,1018
20160921102500 ,23451,23462,23447,23461,774
20160921103000 ,23462,23474,23458,23469,1054
20160921103500 ,23469,23473,23461,23463,590
20160921104000 ,23463,23473,23458,23467,537
20160921104500 ,23467,23488,23465,23482,903
20160921105000 ,23481,23502,23481,23492,1001
20160921105500 ,23492,23499,23483,23487,1227
20160921110000 ,23487,23498,23485,23493,452
20160921110500 ,23494,23496,23481,23493,544
20160921111000 ,23491,23495,23485,23493,283
20160921111500 ,23491,23498,23483,23484,420
20160921112000 ,23484,23487,23473,23484,566
20160921112500 ,23485,23603,23484,23585,5101
20160921113000 ,23584,23644,23582,23617,3695
20160921113500 ,23618,23650,23612,23632,1950
20160921114000 ,23632,23642,23602,23633,1807
20160921114500 ,23633,23635,23603,23619,1017
20160921115000 ,23619,23627,23594,23619,948
20160921115500 ,23619,23628,23595,23614,1144
20160921125500 ,23614,23614,23614,23614,0
20160921130000 ,23646,23695,23644,23694,3143
20160921130500 ,23693,23705,23670,23682,2095
20160921131000 ,23683,23692,23658,23669,1701
20160921131500 ,23669,23675,23641,23663,1284
20160921132000 ,23663,23702,23658,23673,2247
20160921132500 ,23672,23690,23672,23685,1065
20160921133000 ,23686,23688,23657,23671,1455
20160921133500 ,23671,23693,23670,23689,963
20160921134000 ,23690,23713,23677,23697,2513
20160921134500 ,23696,23721,23692,23701,1458
20160921135000 ,23702,23710,23683,23690,958
20160921135500 ,23689,23701,23684,23687,1044
20160921140000 ,23688,23704,23685,23700,830
20160921140500 ,23700,23720,23696,23706,1192
20160921141000 ,23707,23721,23696,23701,1168
20160921141500 ,23702,23705,23671,23680,1483
20160921142000 ,23680,23682,23660,23672,1026
20160921142500 ,23672,23682,23664,23675,700
20160921143000 ,23675,23684,23670,23675,660
20160921143500 ,23676,23686,23672,23677,417
20160921144000 ,23677,23681,23663,23663,749
20160921144500 ,23663,23680,23661,23680,606
20160921145000 ,23679,23695,23675,23685,804
20160921145500 ,23685,23708,23685,23705,865
20160921150000 ,23705,23711,23693,23704,1130
20160921150500 ,23704,23716,23694,23707,1068
20160921151000 ,23708,23721,23708,23718,1069
20160921151500 ,23717,23730,23709,23718,1637
20160921152000 ,23718,23718,23690,23693,1150
20160921152500 ,23694,23702,23685,23687,867
20160921153000 ,23688,23691,23670,23673,1163
20160921153500 ,23674,23690,23666,23670,1287
20160921154000 ,23668,23679,23660,23672,1222
20160921154500 ,23671,23680,23665,23677,698
20160921155000 ,23678,23686,23671,23684,899
20160921155500 ,23686,23686,23663,23672,1518
20160921160000 ,23672,23679,23653,23655,1489
20160921160500 ,23654,23658,23632,23651,2210
20160921161000 ,23651,23654,23628,23643,1500
20160921161500 ,23644,23657,23643,23653,501
20160921162000 ,23652,23656,23642,23652,520
20160921162500 ,23651,23658,23644,23657,645
20160921171500 ,23646,23668,23646,23655,185
20160921172000 ,23656,23664,23654,23661,116
20160921172500 ,23659,23669,23655,23656,125
20160921173000 ,23656,23663,23654,23660,48
20160921173500 ,23660,23665,23657,23663,41
20160921174000 ,23661,23667,23661,23662,29
20160921174500 ,23661,23668,23659,23667,54
20160921175000 ,23667,23669,23662,23662,60
20160921175500 ,23663,23666,23660,23662,23
20160921180000 ,23662,23663,23643,23648,101
20160921180500 ,23650,23655,23646,23649,74
20160921181000 ,23649,23654,23649,23651,36
20160921181500 ,23651,23659,23650,23653,43
20160921182000 ,23655,23661,23653,23660,79
20160921182500 ,23660,23665,23659,23660,59
20160921183000 ,23661,23666,23660,23661,35
20160921183500 ,23662,23663,23655,23657,33
20160921184000 ,23660,23664,23660,23663,13
20160921184500 ,23664,23667,23661,23665,86
20160921185000 ,23667,23673,23665,23667,102
20160921185500 ,23666,23668,23662,23667,30
20160921190000 ,23666,23670,23665,23665,19
20160921190500 ,23666,23669,23665,23665,23
20160921191000 ,23666,23670,23665,23668,23
20160921191500 ,23670,23674,23669,23670,28
20160921192000 ,23668,23671,23665,23666,36
20160921192500 ,23665,23670,23665,23668,52
20160921193000 ,23666,23668,23665,23668,9
20160921193500 ,23665,23666,23662,23662,46
20160921194000 ,23663,23665,23661,23662,69
20160921194500 ,23662,23668,23662,23662,26
20160921195000 ,23665,23666,23662,23665,45
20160921195500 ,23664,23668,23662,23666,75
20160921200000 ,23664,23667,23661,23665,53
20160921200500 ,23663,23667,23659,23664,145
20160921201000 ,23667,23669,23663,23667,51
20160921201500 ,23668,23672,23664,23664,57
20160921202000 ,23665,23670,23662,23667,32
20160921202500 ,23664,23669,23662,23666,35
20160921203000 ,23665,23666,23659,23659,38
20160921203500 ,23658,23660,23631,23634,234
20160921204000 ,23634,23640,23626,23640,217
20160921204500 ,23638,23638,23623,23629,161
20160921205000 ,23628,23635,23626,23633,93
20160921205500 ,23631,23631,23615,23620,209
20160921210000 ,23618,23630,23614,23628,148
20160921210500 ,23627,23630,23622,23627,83
20160921211000 ,23627,23635,23624,23633,57
20160921211500 ,23632,23632,23624,23625,59
20160921212000 ,23625,23639,23623,23638,125
20160921212500 ,23638,23643,23632,23642,174
20160921213000 ,23641,23673,23641,23664,553
20160921213500 ,23664,23671,23649,23661,238
20160921214000 ,23660,23673,23652,23655,233
20160921214500 ,23655,23662,23648,23655,129
20160921215000 ,23657,23674,23654,23666,155
20160921215500 ,23667,23683,23665,23675,233
20160921220000 ,23676,23679,23665,23674,121
20160921220500 ,23674,23686,23663,23664,221
20160921221000 ,23663,23667,23657,23659,178
20160921221500 ,23657,23671,23657,23666,114
20160921222000 ,23669,23673,23667,23670,65
20160921222500 ,23669,23673,23657,23663,104
20160921223000 ,23666,23674,23657,23669,170
20160921223500 ,23668,23677,23668,23675,132
20160921224000 ,23675,23685,23670,23682,91
20160921224500 ,23681,23681,23647,23658,323
20160921225000 ,23658,23658,23646,23650,115
20160921225500 ,23652,23653,23632,23637,207
20160921230000 ,23639,23648,23634,23646,167
20160921230500 ,23646,23648,23638,23640,53
20160921231000 ,23638,23642,23624,23635,288
20160921231500 ,23635,23644,23632,23642,119
20160921232000 ,23638,23644,23636,23638,120
20160921232500 ,23640,23653,23635,23653,148
20160921233000 ,23652,23658,23642,23643,192
20160921233500 ,23643,23658,23638,23656,272
20160921234000 ,23658,23661,23628,23628,247
20160921234500 ,23628,23628,23628,23628,0
20160922091000 ,23866,23866,23866,23866,445
20160922091500 ,23864,23890,23830,23886,3633
20160922092000 ,23885,23905,23866,23876,2228
20160922092500 ,23875,23893,23861,23869,1246
20160922093000 ,23868,23920,23861,23892,4296
20160922093500 ,23891,23913,23876,23899,1692
20160922094000 ,23901,23948,23900,23948,3666
20160922094500 ,23948,24020,23946,24014,4338
20160922095000 ,24016,24037,23992,23996,3376
20160922095500 ,23998,24015,23984,23990,2358
20160922100000 ,23989,24000,23985,23992,1026
20160922100500 ,23992,24015,23979,23983,1757
20160922101000 ,23984,24048,23981,24012,3221
20160922101500 ,24011,24029,24004,24027,1276
20160922102000 ,24027,24047,24004,24038,1566
20160922102500 ,24037,24045,24022,24029,1049
20160922103000 ,24030,24068,24023,24056,1983
20160922103500 ,24056,24084,24051,24065,2300
20160922104000 ,24065,24065,24051,24054,1605
20160922104500 ,24053,24066,24048,24051,1556
20160922105000 ,24052,24066,24051,24062,1076
20160922105500 ,24061,24063,24048,24053,1195
20160922110000 ,24055,24058,24036,24040,1185
20160922110500 ,24041,24055,24035,24053,849
20160922111000 ,24053,24063,24043,24052,1217
20160922111500 ,24053,24069,24050,24061,1041
20160922112000 ,24062,24068,24053,24055,747
20160922112500 ,24054,24059,24044,24049,951
20160922113000 ,24049,24065,24048,24063,548
20160922113500 ,24063,24067,24045,24048,588
20160922114000 ,24048,24051,24011,24018,1568
20160922114500 ,24019,24035,24005,24006,1361
20160922115000 ,24006,24015,23963,23971,1594
20160922115500 ,23971,23982,23952,23977,1383
20160922125500 ,23977,23977,23977,23977,0
20160922130000 ,23977,23977,23902,23917,2486
20160922130500 ,23917,23921,23881,23901,2648
20160922131000 ,23899,23921,23890,23918,1338
20160922131500 ,23919,23934,23911,23926,1577
20160922132000 ,23925,23928,23900,23905,908
20160922132500 ,23907,23915,23892,23907,1068
20160922133000 ,23906,23926,23905,23912,1108
20160922133500 ,23913,23914,23817,23827,3468
20160922134000 ,23828,23839,23772,23783,3968
20160922134500 ,23783,23809,23775,23795,2091
20160922135000 ,23797,23806,23731,23747,2969
20160922135500 ,23745,23751,23694,23750,3168
20160922140000 ,23751,23759,23737,23745,1790
20160922140500 ,23745,23778,23743,23765,1936
20160922141000 ,23764,23768,23728,23750,1344
20160922141500 ,23748,23757,23723,23729,988
20160922142000 ,23728,23748,23715,23735,1331
20160922142500 ,23735,23766,23730,23758,1181
20160922143000 ,23759,23789,23756,23772,2215
20160922143500 ,23772,23778,23763,23774,751
20160922144000 ,23775,23781,23758,23764,1005
20160922144500 ,23763,23774,23753,23759,666
20160922145000 ,23759,23765,23729,23762,1418
20160922145500 ,23761,23805,23758,23789,2568
20160922150000 ,23789,23818,23780,23808,2121
20160922150500 ,23808,23834,23808,23821,1787
20160922151000 ,23819,23826,23805,23818,1128
20160922151500 ,23819,23830,23804,23824,1135
20160922152000 ,23824,23826,23795,23805,1130
20160922152500 ,23806,23808,23777,23781,1162
20160922153000 ,23780,23795,23769,23776,1253
20160922153500 ,23777,23792,23761,23772,1104
20160922154000 ,23773,23777,23756,23768,881
20160922154500 ,23768,23773,23744,23758,1295
20160922155000 ,23756,23766,23747,23760,1110
20160922155500 ,23759,23798,23758,23793,1825
20160922160000 ,23795,23805,23786,23788,1262
20160922160500 ,23791,23799,23781,23795,971
20160922161000 ,23796,23800,23777,23780,692
20160922161500 ,23781,23796,23780,23789,450
20160922162000 ,23789,23798,23787,23791,319
20160922162500 ,23791,23802,23785,23800,664
20160922171500 ,23809,23845,23809,23842,470
20160922172000 ,23841,23848,23835,23843,194
20160922172500 ,23843,23867,23842,23865,382
20160922173000 ,23865,23875,23853,23856,307
20160922173500 ,23858,23879,23858,23865,238
20160922174000 ,23867,23872,23863,23870,95
20160922174500 ,23872,23874,23867,23870,94
20160922175000 ,23870,23872,23862,23865,102
20160922175500 ,23867,23872,23860,23869,71
20160922180000 ,23870,23879,23869,23875,93
20160922180500 ,23876,23878,23871,23874,97
20160922181000 ,23874,23878,23866,23876,128
20160922181500 ,23874,23883,23870,23878,166
20160922182000 ,23879,23893,23878,23893,194
20160922182500 ,23893,23896,23886,23886,118
20160922183000 ,23886,23892,23885,23890,91
20160922183500 ,23888,23889,23885,23887,58
20160922184000 ,23885,23887,23883,23887,59
20160922184500 ,23888,23895,23886,23888,100
20160922185000 ,23890,23890,23882,23884,90
20160922185500 ,23886,23890,23884,23890,70
20160922190000 ,23890,23900,23887,23898,105
20160922190500 ,23899,23905,23895,23904,132
20160922191000 ,23906,23907,23893,23894,80
20160922191500 ,23893,23898,23887,23898,104
20160922192000 ,23894,23896,23892,23895,26
20160922192500 ,23896,23906,23894,23903,77
20160922193000 ,23903,23910,23900,23907,89
20160922193500 ,23908,23913,23898,23913,79
20160922194000 ,23914,23918,23907,23917,114
20160922194500 ,23916,23917,23902,23904,116
20160922195000 ,23905,23913,23904,23910,32
20160922195500 ,23909,23913,23906,23909,46
20160922200000 ,23907,23908,23897,23900,73
20160922200500 ,23900,23902,23892,23895,81
20160922201000 ,23893,23900,23893,23897,49
20160922201500 ,23897,23900,23895,23898,26
20160922202000 ,23897,23902,23895,23901,38
20160922202500 ,23902,23914,23901,23912,108
20160922203000 ,23913,23923,23910,23914,149
20160922203500 ,23916,23920,23910,23918,95
20160922204000 ,23918,23927,23915,23924,90
20160922204500 ,23924,23927,23915,23917,78
20160922205000 ,23918,23919,23915,23919,38
20160922205500 ,23920,23925,23918,23922,40
20160922210000 ,23922,23925,23921,23921,28
20160922210500 ,23923,23926,23921,23921,45
20160922211000 ,23920,23921,23914,23917,77
20160922211500 ,23917,23920,23908,23918,95
20160922212000 ,23919,23941,23918,23934,205
20160922212500 ,23936,23948,23936,23941,135
20160922213000 ,23942,23969,23941,23969,620
20160922213500 ,23970,23980,23956,23960,444
20160922214000 ,23958,23962,23952,23958,163
20160922214500 ,23960,23977,23959,23965,269
20160922215000 ,23966,23973,23958,23968,131
20160922215500 ,23970,23973,23966,23969,149
20160922220000 ,23970,23973,23954,23959,197
20160922220500 ,23958,23962,23931,23931,282
20160922221000 ,23931,23946,23926,23937,289
20160922221500 ,23937,23940,23930,23932,89
20160922222000 ,23933,23942,23930,23941,112
20160922222500 ,23940,23960,23940,23955,259
20160922223000 ,23955,23986,23954,23982,359
20160922223500 ,23981,23981,23963,23970,176
20160922224000 ,23970,23974,23954,23958,144
20160922224500 ,23960,23969,23956,23958,130
20160922225000 ,23956,23961,23941,23947,190
20160922225500 ,23949,23953,23943,23943,89
20160922230000 ,23942,23952,23935,23935,149
20160922230500 ,23937,23937,23914,23924,264
20160922231000 ,23923,23926,23910,23923,224
20160922231500 ,23922,23939,23920,23936,149
20160922232000 ,23935,23940,23929,23930,93
20160922232500 ,23932,23935,23916,23922,160
20160922233000 ,23923,23928,23911,23926,181
20160922233500 ,23928,23928,23914,23917,194
20160922234000 ,23918,23921,23911,23913,294
20160922234500 ,23913,23913,23913,23913,0
20160923091000 ,23894,23894,23894,23894,208
20160923091500 ,23894,23908,23847,23847,2216
